Player,Rk,Date,Comp,Round,Venue,Squad,Opponent,Start,Minute,Score,Goalkeeper,Assist,Notes,Opp_clean,Squad_clean,Venue_match,Result,Minutes,Gls,Opponent_Elo,Elo_Source,Competition_Stage,Is_Away,Difficulty_Score,xg,xg_source,goal_id,Weighted_Goal
C. Ronaldo,550,2013-11-09,La Liga,Matchweek 13,Home,Real Madrid,Real Sociedad,Y,76,4-1,Claudio Bravo,,,Real Sociedad,Real Madrid,Home,W 5–1,90,3,1797.71228027,club,Group,FALSE,0.8580245866048509,NA,missing,C._Ronaldo-342,0.8580245866048509
C. Ronaldo,549,2013-11-15,WCQ,Second round,Home,Portugal,Sweden,Y*,82,0-0,Andreas Isaksson,Miguel Veloso,,Sweden,Portugal,Home,W 1–0,90,1,1848,national,Other,FALSE,1.0003436892516482,NA,missing,C._Ronaldo-343,1.0003436892516482
C. Ronaldo,548,2013-11-19,WCQ,Second round,Away,Portugal,Sweden,Y*,50,0-0,Andreas Isaksson,João Moutinho,,Sweden,Portugal,Away,W 3–2,90,3,1826,national,Other,TRUE,-0.9509144012558035,NA,missing,C._Ronaldo-344,-0.9509144012558035
C. Ronaldo,547,2013-11-19,WCQ,Second round,Away,Portugal,Sweden,Y*,77,1-2,Andreas Isaksson,Hugo Almeida,,Sweden,Portugal,Away,W 3–2,90,3,1826,national,Other,TRUE,-0.9509144012558035,NA,missing,C._Ronaldo-345,-0.9509144012558035
C. Ronaldo,546,2013-11-19,WCQ,Second round,Away,Portugal,Sweden,Y*,79,2-2,Andreas Isaksson,João Moutinho,,Sweden,Portugal,Away,W 3–2,90,3,1826,national,Other,TRUE,-0.9509144012558035,NA,missing,C._Ronaldo-346,-0.9509144012558035
C. Ronaldo,545,2013-11-23,La Liga,Matchweek 14,Away,Real Madrid,Almería,Y,3,0-0,Esteban,,,Almería,Real Madrid,Away,W 5–0,52,1,1659.39672852,club,Group,TRUE,-1.141231415588419,NA,missing,C._Ronaldo-347,-1.141231415588419
C. Ronaldo,544,2013-12-10,Champions Lg,Group stage,Away,Real Madrid,FC Copenhagen,Y,48,1-0,Johan Wiland,,,FC Copenhagen,Real Madrid,Away,W 2–0,90,1,1812.7101919840484,league_avg,Group,TRUE,-1.0779662204457217,NA,missing,C._Ronaldo-348,-1.0779662204457217
C. Ronaldo,543,2013-12-22,La Liga,Matchweek 17,Away,Real Madrid,Valencia,Y,39,1-1,Vicente Guaita,,,Valencia,Real Madrid,Away,W 3–2,90,1,1764.63366699,club,Group,TRUE,-1.0978051221756044,NA,missing,C._Ronaldo-349,-1.0978051221756044
C. Ronaldo,542,2014-01-06,La Liga,Matchweek 18,Home,Real Madrid,Celta Vigo,Y,82,1-0,Yoel,,,Celta Vigo,Real Madrid,Home,W 3–0,90,2,1640.29821777,club,Group,FALSE,0.7930672687199636,NA,missing,C._Ronaldo-350,0.7930672687199636
C. Ronaldo,541,2014-01-06,La Liga,Matchweek 18,Home,Real Madrid,Celta Vigo,Y,89,2-0,Yoel,,,Celta Vigo,Real Madrid,Home,W 3–0,90,2,1640.29821777,club,Group,FALSE,0.7930672687199636,NA,missing,C._Ronaldo-351,0.7930672687199636
C. Ronaldo,540,2014-01-18,La Liga,Matchweek 20,Away,Real Madrid,Real Betis,Y,10,0-0,Stephan Andersen,,,Real Betis,Real Madrid,Away,W 5–0,90,1,1637.10839844,club,Group,TRUE,-1.1504287523392562,NA,missing,C._Ronaldo-352,-1.1504287523392562
C. Ronaldo,539,2014-01-25,La Liga,Matchweek 21,Home,Real Madrid,Granada,Y,57,0-0,Roberto,,,Granada,Real Madrid,Home,W 2–0,90,1,1664.89672852,club,Group,FALSE,0.8032179074678997,NA,missing,C._Ronaldo-353,0.8032179074678997
C. Ronaldo,538,2014-02-26,Champions Lg,Round of 16,Away,Real Madrid,Schalke 04,Y,52,2-0,Ralf Fährmann,,,Schalke 04,Real Madrid,Away,W 6–1,90,2,1815.60266113,club,Knockout,TRUE,-0.9056075437468474,NA,missing,C._Ronaldo-354,-0.9056075437468474
C. Ronaldo,537,2014-02-26,Champions Lg,Round of 16,Away,Real Madrid,Schalke 04,Y,89,5-0,Ralf Fährmann,,,Schalke 04,Real Madrid,Away,W 6–1,90,2,1815.60266113,club,Knockout,TRUE,-0.9056075437468474,NA,missing,C._Ronaldo-355,-0.9056075437468474
C. Ronaldo,536,2014-03-02,La Liga,Matchweek 26,Away,Real Madrid,Atlético Madrid,Y,81,1-2,Thibaut Courtois,,,Atlético Madrid,Real Madrid,Away,D 2–2,90,1,1916.45043945,club,Group,TRUE,-1.0351575404264086,NA,missing,C._Ronaldo-356,-1.0351575404264086
C. Ronaldo,535,2014-03-05,Friendlies (M),Friendlies (M),Home,Portugal,Cameroon,Y*,21,0-0,Charles Itandje,João Pereira,,Cameroon,Portugal,Home,W 5–1,86,2,1589,national,Other,FALSE,0.8934666728974974,NA,missing,C._Ronaldo-357,0.8934666728974974
C. Ronaldo,534,2014-03-05,Friendlies (M),Friendlies (M),Home,Portugal,Cameroon,Y*,83,4-1,Guy N'dy Assembé,Miguel Veloso,,Cameroon,Portugal,Home,W 5–1,86,2,1589,national,Other,FALSE,0.8934666728974974,NA,missing,C._Ronaldo-358,0.8934666728974974
C. Ronaldo,533,2014-03-09,La Liga,Matchweek 27,Home,Real Madrid,Levante,Y,10,0-0,Keylor Navas,,,Levante,Real Madrid,Home,W 3–0,90,1,1721.5513916,club,Group,FALSE,0.8265965999487491,NA,missing,C._Ronaldo-359,0.8265965999487491
C. Ronaldo,532,2014-03-15,La Liga,Matchweek 28,Away,Real Madrid,Málaga,Y,22,0-0,Willy Caballero,,,Málaga,Real Madrid,Away,W 1–0,90,1,1721.73876953,club,Group,TRUE,-1.1155058119722916,NA,missing,C._Ronaldo-360,-1.1155058119722916
C. Ronaldo,531,2014-03-18,Champions Lg,Round of 16,Home,Real Madrid,Schalke 04,Y,21,0-0,Ralf Fährmann,,,Schalke 04,Real Madrid,Home,W 3–1,90,2,1816.69238281,club,Knockout,FALSE,1.0370218666139774,NA,missing,C._Ronaldo-361,1.0370218666139774
C. Ronaldo,530,2014-03-18,Champions Lg,Round of 16,Home,Real Madrid,Schalke 04,Y,73,1-1,Ralf Fährmann,,,Schalke 04,Real Madrid,Home,W 3–1,90,2,1816.69238281,club,Knockout,FALSE,1.0370218666139774,NA,missing,C._Ronaldo-362,1.0370218666139774
C. Ronaldo,529,2014-03-23,La Liga,Matchweek 29,Home,Real Madrid,Barcelona,Y,55,2-2,Víctor Valdés,,Penalty kick,Barcelona,Real Madrid,Home,L 3–4,90,1,2030.77770996,club,Group,FALSE,0.954199635796222,NA,missing,C._Ronaldo-363,0.954199635796222
C. Ronaldo,528,2014-03-26,La Liga,Matchweek 30,Away,Real Madrid,Sevilla,Y,14,0-0,Beto,,,Sevilla,Real Madrid,Away,L 1–2,90,1,1799.36437988,club,Group,TRUE,-1.0834734041465086,NA,missing,C._Ronaldo-364,-1.0834734041465086
C. Ronaldo,527,2014-03-29,La Liga,Matchweek 31,Home,Real Madrid,Rayo Vallecano,Y,14,0-0,Rubén,,,Rayo Vallecano,Real Madrid,Home,W 5–0,90,1,1674.30688477,club,Group,FALSE,0.8071010326548743,NA,missing,C._Ronaldo-365,0.8071010326548743
C. Ronaldo,526,2014-04-02,Champions Lg,Quarter-finals,Home,Real Madrid,Dortmund,Y,57,2-0,Roman Weidenfeller,,,Dortmund,Real Madrid,Home,W 3–0,79,1,1884.36376953,club,Knockout,FALSE,1.0649466384486546,NA,missing,C._Ronaldo-366,1.0649466384486546
C. Ronaldo,524,2014-04-26,La Liga,Matchweek 35,Home,Real Madrid,Osasuna,Y,52,1-0,Andrés Fernández,,,Osasuna,Real Madrid,Home,W 4–0,60,2,1683.38818359,club,Group,FALSE,0.8108484539772761,NA,missing,C._Ronaldo-367,0.8108484539772761
C. Ronaldo,525,2014-04-26,La Liga,Matchweek 35,Home,Real Madrid,Osasuna,Y,6,0-0,Andrés Fernández,,,Osasuna,Real Madrid,Home,W 4–0,60,2,1683.38818359,club,Group,FALSE,0.8108484539772761,NA,missing,C._Ronaldo-368,0.8108484539772761
C. Ronaldo,523,2014-04-29,Champions Lg,Semi-finals,Away,Real Madrid,Bayern Munich,Y,34,2-0,Manuel Neuer,,,Bayern Munich,Real Madrid,Away,W 4–0,90,2,2058.03051758,club,Knockout,TRUE,-0.8055690650653483,NA,missing,C._Ronaldo-369,-0.8055690650653483
C. Ronaldo,522,2014-04-29,Champions Lg,Semi-finals,Away,Real Madrid,Bayern Munich,Y,90,3-0,Manuel Neuer,,,Bayern Munich,Real Madrid,Away,W 4–0,90,2,2058.03051758,club,Knockout,TRUE,-0.8055690650653483,NA,missing,C._Ronaldo-370,-0.8055690650653483
C. Ronaldo,521,2014-05-04,La Liga,Matchweek 36,Home,Real Madrid,Valencia,Y,89,1-2,Diego Alves,,,Valencia,Real Madrid,Home,D 2–2,90,1,1801.70715332,club,Group,FALSE,0.8596730812469263,NA,missing,C._Ronaldo-371,0.8596730812469263
C. Ronaldo,520,2014-05-24,Champions Lg,Final,Neutral,Real Madrid,Atlético Madrid,Y,120,3-1,Thibaut Courtois,,Penalty kick,Atlético Madrid,Real Madrid,Neutral,W 4–1,120,1,1985.94873047,club,Final,FALSE,1.8728499534145575,NA,missing,C._Ronaldo-372,1.8728499534145575
C. Ronaldo,519,2014-06-26,World Cup,Group stage,Neutral,Portugal,Ghana,Y,80,1-1,Fatau Dauda,,,Ghana,Portugal,Neutral,W 2–1,90,1,1696,national,Group,FALSE,0.992192709823066,NA,missing,C._Ronaldo-373,0.992192709823066
C. Ronaldo,518,2014-08-12,Super Cup,UEFA Super Cup,Neutral,Real Madrid,Sevilla,Y,30,0-0,Beto,Gareth Bale,,Sevilla,Real Madrid,Neutral,W 2–0,90,2,1845.37963867,club,Other,FALSE,1.175402347763742,NA,missing,C._Ronaldo-374,1.175402347763742
C. Ronaldo,517,2014-08-12,Super Cup,UEFA Super Cup,Neutral,Real Madrid,Sevilla,Y,49,1-0,Beto,Karim Benzema,,Sevilla,Real Madrid,Neutral,W 2–0,90,2,1845.37963867,club,Other,FALSE,1.175402347763742,NA,missing,C._Ronaldo-375,1.175402347763742
C. Ronaldo,516,2014-08-25,La Liga,Matchweek 1,Home,Real Madrid,Córdoba,Y,90,1-0,Juan Carlos,Isco,,Córdoba,Real Madrid,Home,W 2–0,90,1,1605.6427002,club,Group,FALSE,0.7787665802331281,0.022334257140755653,understat,C._Ronaldo-376,0.7787665802331281
C. Ronaldo,515,2014-09-13,La Liga,Matchweek 3,Home,Real Madrid,Atlético Madrid,Y,26,0-1,Miguel Ángel Moyá,,Penalty kick,Atlético Madrid,Real Madrid,Home,L 1–2,90,1,1967.78613281,club,Group,FALSE,0.9282059994208003,0.7432776093482971,understat,C._Ronaldo-377,0.9282059994208003
C. Ronaldo,514,2014-09-16,Champions Lg,Group stage,Home,Real Madrid,Basel,Y,31,2-0,Tomáš Vaclík,Gareth Bale,,Basel,Real Madrid,Home,W 5–1,90,1,1687.50231934,club,Group,FALSE,0.8125461626793452,NA,missing,C._Ronaldo-378,0.8125461626793452
C. Ronaldo,513,2014-09-20,La Liga,Matchweek 4,Away,Real Madrid,Dep. La Coruña,Y,29,0-0,Germán Lux,Álvaro Arbeloa,,Dep. La Coruña,Real Madrid,Away,W 8–2,90,3,1738.783185895233,league_avg,Group,TRUE,-1.1084723897073732,0.03084489144384861,understat,C._Ronaldo-379,-1.1084723897073732
C. Ronaldo,512,2014-09-20,La Liga,Matchweek 4,Away,Real Madrid,Dep. La Coruña,Y,41,2-0,Germán Lux,Karim Benzema,,Dep. La Coruña,Real Madrid,Away,W 8–2,90,3,1738.783185895233,league_avg,Group,TRUE,-1.1084723897073732,0.4613572359085083,understat,C._Ronaldo-380,-1.1084723897073732
C. Ronaldo,511,2014-09-20,La Liga,Matchweek 4,Away,Real Madrid,Dep. La Coruña,Y,78,5-1,Germán Lux,James Rodríguez,,Dep. La Coruña,Real Madrid,Away,W 8–2,90,3,1738.783185895233,league_avg,Group,TRUE,-1.1084723897073732,0.05833505839109421,understat,C._Ronaldo-381,-1.1084723897073732
C. Ronaldo,510,2014-09-23,La Liga,Matchweek 5,Home,Real Madrid,Elche,Y,28,1-1,Manu Herrera,,Penalty kick,Elche,Real Madrid,Home,W 5–1,90,4,1664.7019043,club,Group,FALSE,0.8031375127522737,0.7432776093482971,understat,C._Ronaldo-382,0.8031375127522737
C. Ronaldo,509,2014-09-23,La Liga,Matchweek 5,Home,Real Madrid,Elche,Y,32,2-1,Manu Herrera,Marcelo,,Elche,Real Madrid,Home,W 5–1,90,4,1664.7019043,club,Group,FALSE,0.8031375127522737,0.10987641662359238,understat,C._Ronaldo-383,0.8031375127522737
C. Ronaldo,508,2014-09-23,La Liga,Matchweek 5,Home,Real Madrid,Elche,Y,80,3-1,Manu Herrera,,Penalty kick,Elche,Real Madrid,Home,W 5–1,90,4,1664.7019043,club,Group,FALSE,0.8031375127522737,0.7432776093482971,understat,C._Ronaldo-384,0.8031375127522737
C. Ronaldo,507,2014-09-23,La Liga,Matchweek 5,Home,Real Madrid,Elche,Y,90+2,4-1,Manu Herrera,Gareth Bale,,Elche,Real Madrid,Home,W 5–1,90,4,1664.7019043,club,Group,FALSE,0.8031375127522737,0.5070468187332153,understat,C._Ronaldo-385,0.8031375127522737
C. Ronaldo,506,2014-09-27,La Liga,Matchweek 6,Away,Real Madrid,Villarreal,Y,40,1-0,Sergio Asenjo,Karim Benzema,,Villarreal,Real Madrid,Away,W 2–0,90,1,1788.49560547,club,Group,TRUE,-1.0879584318699338,0.527085542678833,understat,C._Ronaldo-386,-1.0879584318699338
C. Ronaldo,505,2014-10-01,Champions Lg,Group stage,Away,Real Madrid,Ludogorets,Y,25,0-1,Vladislav Stoyanov,,Penalty kick,Ludogorets,Real Madrid,Away,W 2–1,90,1,1812.7101919840484,league_avg,Group,TRUE,-1.0779662204457217,NA,missing,C._Ronaldo-387,-1.0779662204457217
C. Ronaldo,504,2014-10-05,La Liga,Matchweek 7,Home,Real Madrid,Athletic Club,Y,2,0-0,Gorka Iraizoz,Gareth Bale,,Athletic Club,Real Madrid,Home,W 5–0,90,3,1787.4642334,club,Group,FALSE,0.8537957036978118,0.5535728335380554,understat,C._Ronaldo-388,0.8537957036978118
C. Ronaldo,503,2014-10-05,La Liga,Matchweek 7,Home,Real Madrid,Athletic Club,Y,55,2-0,Gorka Iraizoz,Gareth Bale,,Athletic Club,Real Madrid,Home,W 5–0,90,3,1787.4642334,club,Group,FALSE,0.8537957036978118,0.7718080878257751,understat,C._Ronaldo-389,0.8537957036978118
C. Ronaldo,502,2014-10-05,La Liga,Matchweek 7,Home,Real Madrid,Athletic Club,Y,89,4-0,Gorka Iraizoz,Pepe,,Athletic Club,Real Madrid,Home,W 5–0,90,3,1787.4642334,club,Group,FALSE,0.8537957036978118,0.18352936208248138,understat,C._Ronaldo-390,0.8537957036978118
C. Ronaldo,501,2014-10-14,UEFA Euro qual.,Group stage,Away,Portugal,Denmark,Y*,90+5,0-0,Kasper Schmeichel,Ricardo Quaresma,,Denmark,Portugal,Away,W 1–0,90,1,1724,national,Group,TRUE,-1.1145727094011617,NA,missing,C._Ronaldo-391,-1.1145727094011617
C. Ronaldo,500,2014-10-18,La Liga,Matchweek 8,Away,Real Madrid,Levante,Y,13,0-0,Diego Mariño,,Penalty kick,Levante,Real Madrid,Away,W 5–0,90,2,1698.92712402,club,Group,TRUE,-1.1249190961817022,0.7432776093482971,understat,C._Ronaldo-392,-1.1249190961817022
C. Ronaldo,499,2014-10-18,La Liga,Matchweek 8,Away,Real Madrid,Levante,Y,61,2-0,Diego Mariño,Isco,,Levante,Real Madrid,Away,W 5–0,90,2,1698.92712402,club,Group,TRUE,-1.1249190961817022,0.4569319784641266,understat,C._Ronaldo-393,-1.1249190961817022
C. Ronaldo,498,2014-10-22,Champions Lg,Group stage,Away,Real Madrid,Liverpool,Y,23,0-0,Simon Mignolet,James Rodríguez,,Liverpool,Real Madrid,Away,W 3–0,75,1,1853.83874512,club,Group,TRUE,-1.0609944171787964,NA,missing,C._Ronaldo-394,-1.0609944171787964
C. Ronaldo,497,2014-10-25,La Liga,Matchweek 9,Home,Real Madrid,Barcelona,Y,34,0-1,Claudio Bravo,,Penalty kick,Barcelona,Real Madrid,Home,W 3–1,90,1,2020.68469238,club,Group,FALSE,0.9500347261245603,0.7432776093482971,understat,C._Ronaldo-395,0.9500347261245603
C. Ronaldo,496,2014-11-01,La Liga,Matchweek 10,Away,Real Madrid,Granada,Y,2,0-0,Roberto,Karim Benzema,,Granada,Real Madrid,Away,W 4–0,90,1,1657.5682373,club,Group,TRUE,-1.1419859471946865,0.10280819982290268,understat,C._Ronaldo-396,-1.1419859471946865
C. Ronaldo,495,2014-11-08,La Liga,Matchweek 11,Home,Real Madrid,Rayo Vallecano,Y,83,4-1,Cristian Álvarez,Isco,,Rayo Vallecano,Real Madrid,Home,W 5–1,90,1,1677.90441895,club,Group,FALSE,0.8085855643899725,0.10955953598022461,understat,C._Ronaldo-397,0.8085855643899725
C. Ronaldo,494,2014-11-14,UEFA Euro qual.,Group stage,Home,Portugal,Armenia,Y*,72,0-0,Roman Berezovsky,Nani,,Armenia,Portugal,Home,W 1–0,90,1,1548,national,Group,FALSE,0.7549801716926925,NA,missing,C._Ronaldo-398,0.7549801716926925
C. Ronaldo,493,2014-11-22,La Liga,Matchweek 12,Away,Real Madrid,Eibar,Y,44,1-0,Xabi Irureta,Dani Carvajal,,Eibar,Real Madrid,Away,W 4–0,83,2,1637.49609375,club,Group,TRUE,-1.1502687688721236,0.1252886801958084,understat,C._Ronaldo-399,-1.1502687688721236
C. Ronaldo,492,2014-11-22,La Liga,Matchweek 12,Away,Real Madrid,Eibar,Y,82,3-0,Xabi Irureta,,Penalty kick,Eibar,Real Madrid,Away,W 4–0,83,2,1637.49609375,club,Group,TRUE,-1.1502687688721236,0.7432776093482971,understat,C._Ronaldo-400,-1.1502687688721236
C. Ronaldo,491,2014-11-26,Champions Lg,Group stage,Away,Real Madrid,Basel,Y,35,0-0,Tomáš Vaclík,Karim Benzema,,Basel,Real Madrid,Away,W 1–0,90,1,1699.26818848,club,Group,TRUE,-1.1247783550547938,NA,missing,C._Ronaldo-401,-1.1247783550547938
C. Ronaldo,490,2014-12-06,La Liga,Matchweek 14,Home,Real Madrid,Celta Vigo,Y,35,0-0,Sergio Álvarez,,Penalty kick,Celta Vigo,Real Madrid,Home,W 3–0,84,3,1740.25610352,club,Group,FALSE,0.8343151474459444,0.7432776093482971,understat,C._Ronaldo-402,0.8343151474459444
C. Ronaldo,489,2014-12-06,La Liga,Matchweek 14,Home,Real Madrid,Celta Vigo,Y,66,1-0,Sergio Álvarez,,,Celta Vigo,Real Madrid,Home,W 3–0,84,3,1740.25610352,club,Group,FALSE,0.8343151474459444,0.10933263599872589,understat,C._Ronaldo-403,0.8343151474459444
C. Ronaldo,488,2014-12-06,La Liga,Matchweek 14,Home,Real Madrid,Celta Vigo,Y,82,2-0,Sergio Álvarez,Marcelo,,Celta Vigo,Real Madrid,Home,W 3–0,84,3,1740.25610352,club,Group,FALSE,0.8343151474459444,0.5632227063179016,understat,C._Ronaldo-404,0.8343151474459444
C. Ronaldo,487,2014-12-09,Champions Lg,Group stage,Home,Real Madrid,Ludogorets,Y,20,0-0,Vladislav Stoyanov,,Penalty kick,Ludogorets,Real Madrid,Home,W 4–0,90,1,1812.7101919840484,league_avg,Group,FALSE,0.8642135134602192,NA,missing,C._Ronaldo-405,0.8642135134602192
C. Ronaldo,486,2014-12-12,La Liga,Matchweek 15,Away,Real Madrid,Almería,Y,81,2-1,Rubén,Karim Benzema,,Almería,Real Madrid,Away,W 4–1,90,2,1638.45263672,club,Group,TRUE,-1.1498740489545631,0.41598379611968994,understat,C._Ronaldo-406,-1.1498740489545631
C. Ronaldo,485,2014-12-12,La Liga,Matchweek 15,Away,Real Madrid,Almería,Y,85,3-1,Rubén,Dani Carvajal,,Almería,Real Madrid,Away,W 4–1,90,2,1638.45263672,club,Group,TRUE,-1.1498740489545631,0.10939637571573257,understat,C._Ronaldo-407,-1.1498740489545631
C. Ronaldo,484,2015-01-04,La Liga,Matchweek 17,Away,Real Madrid,Valencia,Y,14,0-0,Diego Alves,,Penalty kick,Valencia,Real Madrid,Away,L 1–2,90,1,1823.65661621,club,Group,TRUE,-1.073449150325967,0.7432776093482971,understat,C._Ronaldo-408,-1.073449150325967
C. Ronaldo,483,2015-01-15,Copa del Rey,Round of 16,Home,Real Madrid,Atlético Madrid,Y,54,1-2,Jan Oblak,,,Atlético Madrid,Real Madrid,Home,D 2–2,90,1,1956.19641113,club,Knockout,FALSE,1.094588562815624,NA,missing,C._Ronaldo-409,1.094588562815624
C. Ronaldo,482,2015-01-18,La Liga,Matchweek 19,Away,Real Madrid,Getafe,Y,63,0-0,Jordi Codina,Karim Benzema,,Getafe,Real Madrid,Away,W 3–0,90,2,1671.17138672,club,Group,TRUE,-1.1363725725883957,0.6228441596031189,understat,C._Ronaldo-410,-1.1363725725883957
C. Ronaldo,481,2015-01-18,La Liga,Matchweek 19,Away,Real Madrid,Getafe,Y,79,2-0,Jordi Codina,James Rodríguez,,Getafe,Real Madrid,Away,W 3–0,90,2,1671.17138672,club,Group,TRUE,-1.1363725725883957,0.424625039100647,understat,C._Ronaldo-411,-1.1363725725883957
C. Ronaldo,480,2015-02-18,Champions Lg,Round of 16,Away,Real Madrid,Schalke 04,Y,26,0-0,Timon Wellenreuther,Dani Carvajal,,Schalke 04,Real Madrid,Away,W 2–0,90,1,1778.8013916,club,Knockout,TRUE,-0.9207936823005589,NA,missing,C._Ronaldo-412,-0.9207936823005589
C. Ronaldo,479,2015-02-22,La Liga,Matchweek 24,Away,Real Madrid,Elche,Y,69,1-0,Przemysław Tytoń,Isco,,Elche,Real Madrid,Away,W 2–0,90,1,1658.33984375,club,Group,TRUE,-1.141667541807908,0.08015362918376923,understat,C._Ronaldo-413,-1.141667541807908
C. Ronaldo,478,2015-03-01,La Liga,Matchweek 25,Home,Real Madrid,Villarreal,Y,51,0-0,Sergio Asenjo,,Penalty kick,Villarreal,Real Madrid,Home,D 1–1,90,1,1820.81835938,club,Group,FALSE,0.867559369596819,0.7432776093482971,understat,C._Ronaldo-414,0.867559369596819
C. Ronaldo,477,2015-03-10,Champions Lg,Round of 16,Home,Real Madrid,Schalke 04,Y,25,0-1,Timon Wellenreuther,Toni Kroos,,Schalke 04,Real Madrid,Home,L 3–4,90,2,1768.25952148,club,Knockout,FALSE,1.0170359217782834,NA,missing,C._Ronaldo-415,1.0170359217782834
C. Ronaldo,476,2015-03-10,Champions Lg,Round of 16,Home,Real Madrid,Schalke 04,Y,45,1-2,Timon Wellenreuther,Fábio Coentrão,,Schalke 04,Real Madrid,Home,L 3–4,90,2,1768.25952148,club,Knockout,FALSE,1.0170359217782834,NA,missing,C._Ronaldo-416,1.0170359217782834
C. Ronaldo,475,2015-03-22,La Liga,Matchweek 28,Away,Real Madrid,Barcelona,Y,31,0-1,Claudio Bravo,Karim Benzema,,Barcelona,Real Madrid,Away,L 1–2,90,1,2034.83837891,club,Group,TRUE,-0.9863044526202283,0.4177817702293396,understat,C._Ronaldo-417,-0.9863044526202283
C. Ronaldo,474,2015-04-05,La Liga,Matchweek 29,Home,Real Madrid,Granada,Y,30,1-0,Oier Olazábal,James Rodríguez,,Granada,Real Madrid,Home,W 9–1,90,5,1633.69689941,club,Group,FALSE,0.7903432177148644,0.37444302439689636,understat,C._Ronaldo-418,0.7903432177148644
C. Ronaldo,473,2015-04-05,La Liga,Matchweek 29,Home,Real Madrid,Granada,Y,36,2-0,Oier Olazábal,,,Granada,Real Madrid,Home,W 9–1,90,5,1633.69689941,club,Group,FALSE,0.7903432177148644,0.5814517736434937,understat,C._Ronaldo-419,0.7903432177148644
C. Ronaldo,472,2015-04-05,La Liga,Matchweek 29,Home,Real Madrid,Granada,Y,38,3-0,Oier Olazábal,Gareth Bale,,Granada,Real Madrid,Home,W 9–1,90,5,1633.69689941,club,Group,FALSE,0.7903432177148644,0.03676999360322952,understat,C._Ronaldo-420,0.7903432177148644
C. Ronaldo,471,2015-04-05,La Liga,Matchweek 29,Home,Real Madrid,Granada,Y,54,5-0,Oier Olazábal,,,Granada,Real Madrid,Home,W 9–1,90,5,1633.69689941,club,Group,FALSE,0.7903432177148644,0.7432230114936829,understat,C._Ronaldo-421,0.7903432177148644
C. Ronaldo,470,2015-04-05,La Liga,Matchweek 29,Home,Real Madrid,Granada,Y,89,8-1,Oier Olazábal,Luka Modrić,,Granada,Real Madrid,Home,W 9–1,90,5,1633.69689941,club,Group,FALSE,0.7903432177148644,0.3431352972984314,understat,C._Ronaldo-422,0.7903432177148644
C. Ronaldo,469,2015-04-08,La Liga,Matchweek 30,Away,Real Madrid,Rayo Vallecano,Y,68,0-0,David Cobeño,Dani Carvajal,,Rayo Vallecano,Real Madrid,Away,W 2–0,90,1,1700.33410645,club,Group,TRUE,-1.1243385012620843,0.43280598521232605,understat,C._Ronaldo-423,-1.1243385012620843
C. Ronaldo,468,2015-04-11,La Liga,Matchweek 31,Home,Real Madrid,Eibar,Y,21,0-0,Xabi Irureta,,,Eibar,Real Madrid,Home,W 3–0,90,1,1635.98156738,club,Group,FALSE,0.7912859918306694,0.061804987490177155,understat,C._Ronaldo-424,0.7912859918306694
C. Ronaldo,467,2015-04-18,La Liga,Matchweek 32,Home,Real Madrid,Málaga,Y,90+2,2-1,Carlos Kameni,Javier Hernández,,Málaga,Real Madrid,Home,W 3–1,90,1,1741.94641113,club,Group,FALSE,0.8350126572300272,0.8548758625984192,understat,C._Ronaldo-425,0.8350126572300272
C. Ronaldo,466,2015-05-02,La Liga,Matchweek 35,Away,Real Madrid,Sevilla,Y,36,0-0,Sergio Rico,Isco,,Sevilla,Real Madrid,Away,W 3–2,90,3,1899.47351074,club,Group,TRUE,-1.0421631137367635,0.1185576394200325,understat,C._Ronaldo-426,-1.0421631137367635
C. Ronaldo,465,2015-05-02,La Liga,Matchweek 35,Away,Real Madrid,Sevilla,Y,37,1-0,Sergio Rico,Javier Hernández,,Sevilla,Real Madrid,Away,W 3–2,90,3,1899.47351074,club,Group,TRUE,-1.0421631137367635,0.614860475063324,understat,C._Ronaldo-427,-1.0421631137367635
C. Ronaldo,464,2015-05-02,La Liga,Matchweek 35,Away,Real Madrid,Sevilla,Y,68,2-1,Sergio Rico,Gareth Bale,,Sevilla,Real Madrid,Away,W 3–2,90,3,1899.47351074,club,Group,TRUE,-1.0421631137367635,0.04050677642226219,understat,C._Ronaldo-428,-1.0421631137367635
C. Ronaldo,463,2015-05-05,Champions Lg,Semi-finals,Away,Real Madrid,Juventus,Y,27,0-1,Gianluigi Buffon,James Rodríguez,,Juventus,Real Madrid,Away,L 1–2,90,1,1934.22094727,club,Knockout,TRUE,-0.8566594027905304,NA,missing,C._Ronaldo-429,-0.8566594027905304
C. Ronaldo,462,2015-05-13,Champions Lg,Semi-finals,Home,Real Madrid,Juventus,Y,23,0-0,Gianluigi Buffon,,Penalty kick,Juventus,Real Madrid,Home,D 1–1,90,1,1929.08935547,club,Knockout,FALSE,1.083402766556602,NA,missing,C._Ronaldo-430,1.083402766556602
C. Ronaldo,461,2015-05-17,La Liga,Matchweek 37,Away,Real Madrid,Espanyol,Y,59,0-0,Kiko Casilla,Karim Benzema,,Espanyol,Real Madrid,Away,W 4–1,90,3,1750.51062012,club,Group,TRUE,-1.1036330338022278,0.32484960556030273,understat,C._Ronaldo-431,-1.1036330338022278
