Player,Rk,Date,Comp,Round,Venue,Squad,Opponent,Start,Minute,Score,Goalkeeper,Assist,Notes,Opp_clean,Squad_clean,Venue_match,Result,Minutes,Gls,Opponent_Elo,Elo_Source,Competition_Stage,Is_Away,Difficulty_Score,xg,xg_source,goal_id,Weighted_Goal
C. Ronaldo,891,2002-10-07,Primeira Liga,Matchweek 6,Home,Sporting CP,Moreirense,Y,34,1-0,João Ricardo,,,Moreirense,Sporting CP,Home,W 3–0,90,2,1339.28894043,club,Group,FALSE,0.6688550159901635,NA,missing,C._Ronaldo-001,0.6688550159901635
C. Ronaldo,890,2002-10-07,Primeira Liga,Matchweek 6,Home,Sporting CP,Moreirense,Y,90,2-0,João Ricardo,,,Moreirense,Sporting CP,Home,W 3–0,90,2,1339.28894043,club,Group,FALSE,0.6688550159901635,NA,missing,C._Ronaldo-002,0.6688550159901635
C. Ronaldo,889,2002-10-26,Primeira Liga,Matchweek 8,Away,Sporting CP,Boavista,N,88,1-1,Ricardo,,,Boavista,Sporting CP,Away,W 2–1,9,1,1629.3079834,club,Group,TRUE,-1.1536476136743883,NA,missing,C._Ronaldo-003,-1.1536476136743883
C. Ronaldo,888,2003-11-01,Premier League,Matchweek 11,Home,Manchester Utd,Portsmouth,N,80,1-0,Shaka Hislop,,,Portsmouth,Manchester Utd,Home,W 3–0,15,1,1579.54931641,club,Group,FALSE,0.7679990782792325,NA,missing,C._Ronaldo-004,0.7679990782792325
C. Ronaldo,887,2004-03-20,Premier League,Matchweek 29,Home,Manchester Utd,Tottenham,N,89,1-0,Kasey Keller,Roy Keane,,Tottenham,Manchester Utd,Home,W 3–0,17,1,1659.71337891,club,Group,FALSE,0.8010789849156323,NA,missing,C._Ronaldo-005,0.8010789849156323
C. Ronaldo,886,2004-04-10,Premier League,Matchweek 32,Away,Manchester Utd,Birmingham City,N,60,0-1,Maik Taylor,Ryan Giggs,,Birmingham City,Manchester Utd,Away,W 2–1,36,1,1736.966232299479,league_avg,Group,TRUE,-1.1092221602833114,NA,missing,C._Ronaldo-006,-1.1092221602833114
C. Ronaldo,885,2004-05-15,Premier League,Matchweek 38,Away,Manchester Utd,Aston Villa,Y,4,0-0,Thomas Sørensen,,,Aston Villa,Manchester Utd,Away,W 2–0,84,1,1716.70605469,club,Group,TRUE,-1.117582574699166,NA,missing,C._Ronaldo-007,-1.117582574699166
C. Ronaldo,884,2004-06-12,UEFA Euro,Group stage,Home,Portugal,Greece,N,90+3,0-2,Antonios Nikopolidis,,,Greece,Portugal,Home,L 1–2,45,1,1834,national,Group,FALSE,0.8729988075123334,NA,missing,C._Ronaldo-008,0.8729988075123334
C. Ronaldo,883,2004-06-30,UEFA Euro,Semi-finals,Home,Portugal,Netherlands,Y,26,0-0,Edwin van der Sar,,,Netherlands,Portugal,Home,W 2–1,66,1,1916,national,Knockout,FALSE,1.0780014103456657,NA,missing,C._Ronaldo-009,1.0780014103456657
C. Ronaldo,882,2004-09-04,WCQ,First round,Away,Portugal,Latvia,Y,57,0-0,Aleksandrs Koļinko,,,Latvia,Portugal,Away,W 2–0,81,1,1507,national,Other,TRUE,-1.0825505719777109,NA,missing,C._Ronaldo-010,-1.0825505719777109
C. Ronaldo,881,2004-09-08,WCQ,First round,Home,Portugal,Estonia,Y,75,0-0,Mart Poom,,,Estonia,Portugal,Home,W 4–0,90,1,1388,national,Other,FALSE,0.8105235057655125,NA,missing,C._Ronaldo-011,0.8105235057655125
C. Ronaldo,880,2004-10-13,WCQ,First round,Home,Portugal,Russia,Y,39,1-0,Vyacheslav Malafeev,,,Russia,Portugal,Home,W 7–1,84,2,1761,national,Other,FALSE,0.9644429154184005,NA,missing,C._Ronaldo-012,0.9644429154184005
C. Ronaldo,879,2004-10-13,WCQ,First round,Home,Portugal,Russia,Y,69,3-0,Vyacheslav Malafeev,,,Russia,Portugal,Home,W 7–1,84,2,1761,national,Other,FALSE,0.9644429154184005,NA,missing,C._Ronaldo-013,0.9644429154184005
C. Ronaldo,878,2004-11-17,WCQ,First round,Away,Portugal,Luxembourg,Y,28,1-0,Alija Bešić,,,Luxembourg,Portugal,Away,W 5–0,90,1,1012,national,Other,TRUE,-1.2868135955117044,NA,missing,C._Ronaldo-014,-1.2868135955117044
C. Ronaldo,877,2004-12-04,Premier League,Matchweek 16,Home,Manchester Utd,Southampton,Y,87,2-0,Kasey Keller,Gary Neville,,Southampton,Manchester Utd,Home,W 3–0,90,1,1650.04077148,club,Group,FALSE,0.7970875585739977,NA,missing,C._Ronaldo-015,0.7970875585739977
C. Ronaldo,876,2005-01-22,Premier League,Matchweek 24,Home,Manchester Utd,Aston Villa,Y,8,0-0,Thomas Sørensen,Louis Saha,,Aston Villa,Manchester Utd,Home,W 3–1,90,1,1707.2578125,club,Group,FALSE,0.820698317758672,NA,missing,C._Ronaldo-016,0.820698317758672
C. Ronaldo,875,2005-02-01,Premier League,Matchweek 25,Away,Manchester Utd,Arsenal,Y,54,1-2,Manuel Almunia,Ryan Giggs,,Arsenal,Manchester Utd,Away,W 4–2,69,2,1904.03930664,club,Group,TRUE,-1.0402790263117676,NA,missing,C._Ronaldo-017,-1.0402790263117676
C. Ronaldo,874,2005-02-01,Premier League,Matchweek 25,Away,Manchester Utd,Arsenal,Y,58,2-2,Manuel Almunia,Ryan Giggs,,Arsenal,Manchester Utd,Away,W 4–2,69,2,1904.03930664,club,Group,TRUE,-1.0402790263117676,NA,missing,C._Ronaldo-018,-1.0402790263117676
C. Ronaldo,873,2005-03-19,Premier League,Matchweek 30,Home,Manchester Utd,Fulham,Y,21,0-0,Edwin van der Sar,Roy Keane,,Fulham,Manchester Utd,Home,W 1–0,90,1,1668.35241699,club,Group,FALSE,0.8046439062058265,NA,missing,C._Ronaldo-019,0.8046439062058265
C. Ronaldo,872,2005-06-04,WCQ,First round,Home,Portugal,Slovakia,Y,42,1-0,Kamil Čontofalský,,,Slovakia,Portugal,Home,W 2–0,75,1,1679,national,Other,FALSE,0.9306054044491331,NA,missing,C._Ronaldo-020,0.9306054044491331
C. Ronaldo,871,2005-06-08,WCQ,First round,Away,Portugal,Estonia,Y,32,0-0,Artur Kotenko,,,Estonia,Portugal,Away,W 1–0,87,1,1381,national,Other,TRUE,-1.1345447961500001,NA,missing,C._Ronaldo-021,-1.1345447961500001
C. Ronaldo,870,2005-08-09,Champions Lg,Third qualifying round,Home,Manchester Utd,Debrecen,Y,63,2-0,Norbert Csernyánszki,,,Debrecen,Manchester Utd,Home,W 3–0,66,1,1540.68505859,club,Qualifying,FALSE,1.0008256278458576,NA,missing,C._Ronaldo-022,1.0008256278458576
C. Ronaldo,869,2005-10-29,Premier League,Matchweek 11,Away,Manchester Utd,Middlesbrough,N,90+4,0-4,Mark Schwarzer,Paul Scholes,,Middlesbrough,Manchester Utd,Away,L 1–4,31,1,1710.9017334,club,Group,TRUE,-1.1199777428128188,NA,missing,C._Ronaldo-023,-1.1199777428128188
C. Ronaldo,868,2005-12-31,Premier League,Matchweek 20,Home,Manchester Utd,Bolton,Y,68,2-1,Jussi Jääskeläinen,Wayne Rooney,,Bolton,Manchester Utd,Home,W 4–1,90,2,1764.23925781,club,Group,FALSE,0.8442118577674751,NA,missing,C._Ronaldo-024,0.8442118577674751
C. Ronaldo,867,2005-12-31,Premier League,Matchweek 20,Home,Manchester Utd,Bolton,Y,90,3-1,Jussi Jääskeläinen,Ruud van Nistelrooy,,Bolton,Manchester Utd,Home,W 4–1,90,2,1764.23925781,club,Group,FALSE,0.8442118577674751,NA,missing,C._Ronaldo-025,0.8442118577674751
C. Ronaldo,866,2006-02-04,Premier League,Matchweek 25,Home,Manchester Utd,Fulham,Y,14,1-0,Antti Niemi,,,Fulham,Manchester Utd,Home,W 4–2,90,2,1682.2355957,club,Group,FALSE,0.810372835619094,NA,missing,C._Ronaldo-026,0.810372835619094
C. Ronaldo,865,2006-02-04,Premier League,Matchweek 25,Home,Manchester Utd,Fulham,Y,86,3-2,Antti Niemi,,,Fulham,Manchester Utd,Home,W 4–2,90,2,1682.2355957,club,Group,FALSE,0.810372835619094,NA,missing,C._Ronaldo-027,0.810372835619094
C. Ronaldo,864,2006-02-11,Premier League,Matchweek 26,Away,Manchester Utd,Portsmouth,Y,38,1-0,Dean Kiely,,,Portsmouth,Manchester Utd,Away,W 3–1,90,2,1584.54260254,club,Group,TRUE,-1.172120163258458,NA,missing,C._Ronaldo-028,-1.172120163258458
C. Ronaldo,863,2006-02-11,Premier League,Matchweek 26,Away,Manchester Utd,Portsmouth,Y,45+1,2-0,Dean Kiely,Wayne Rooney,,Portsmouth,Manchester Utd,Away,W 3–1,90,2,1584.54260254,club,Group,TRUE,-1.172120163258458,NA,missing,C._Ronaldo-029,-1.172120163258458
C. Ronaldo,862,2006-03-06,Premier League,Matchweek 28,Away,Manchester Utd,Wigan Athletic,Y,74,0-1,John Filan,Ruud van Nistelrooy,,Wigan Athletic,Manchester Utd,Away,W 2–1,90,1,1736.966232299479,league_avg,Group,TRUE,-1.1092221602833114,NA,missing,C._Ronaldo-030,-1.1092221602833114
C. Ronaldo,861,2006-05-07,Premier League,Matchweek 38,Home,Manchester Utd,Charlton Athletic,Y,23,1-0,Stephan Andersen,Wes Brown,,Charlton Athletic,Manchester Utd,Home,W 4–0,90,1,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-031,0.8329575736226291
C. Ronaldo,860,2006-06-17,World Cup,Group stage,Neutral,Portugal,IR Iran,Y,80,1-0,Ebrahim Mirzapour,,Penalty kick,IR Iran,Portugal,Neutral,W 2–0,90,1,1767,national,Group,FALSE,1.0214910424915784,NA,missing,C._Ronaldo-032,1.0214910424915784
C. Ronaldo,859,2006-08-20,Premier League,Matchweek 1,Home,Manchester Utd,Fulham,Y,19,3-0,Antti Niemi,Wayne Rooney,,Fulham,Manchester Utd,Home,W 5–1,90,1,1680.96789551,club,Group,FALSE,0.8098497158741567,NA,missing,C._Ronaldo-033,0.8098497158741567
C. Ronaldo,858,2006-09-23,Premier League,Matchweek 6,Away,Manchester Utd,Reading,Y,73,0-1,Marcus Hahnemann,John O'Shea,,Reading,Manchester Utd,Away,D 1–1,90,1,1683.48266602,club,Group,TRUE,-1.1312922915108412,NA,missing,C._Ronaldo-034,-1.1312922915108412
C. Ronaldo,857,2006-10-07,UEFA Euro qual.,Group stage,Home,Portugal,Azerbaijan,Y,24,0-0,Farhad Valiyev,,,Azerbaijan,Portugal,Home,W 3–0,72,2,1355,national,Group,FALSE,0.6753382251430745,NA,missing,C._Ronaldo-035,0.6753382251430745
C. Ronaldo,856,2006-10-07,UEFA Euro qual.,Group stage,Home,Portugal,Azerbaijan,Y,63,2-0,Farhad Valiyev,,,Azerbaijan,Portugal,Home,W 3–0,72,2,1355,national,Group,FALSE,0.6753382251430745,NA,missing,C._Ronaldo-036,0.6753382251430745
C. Ronaldo,855,2006-10-28,Premier League,Matchweek 10,Away,Manchester Utd,Bolton,Y,82,2-0,Jussi Jääskeläinen,Louis Saha,,Bolton,Manchester Utd,Away,W 4–0,90,1,1786.63549805,club,Group,TRUE,-1.0887260099824736,NA,missing,C._Ronaldo-037,-1.0887260099824736
C. Ronaldo,854,2006-11-04,Premier League,Matchweek 11,Home,Manchester Utd,Portsmouth,Y,10,1-0,David James,,,Portsmouth,Manchester Utd,Home,W 3–0,74,1,1711.859375,club,Group,FALSE,0.8225971643631783,NA,missing,C._Ronaldo-038,0.8225971643631783
C. Ronaldo,853,2006-11-15,UEFA Euro qual.,Group stage,Home,Portugal,Kazakhstan,Y,30,1-0,David Loria,,,Kazakhstan,Portugal,Home,W 3–0,55,1,1344,national,Group,FALSE,0.6707990468423192,NA,missing,C._Ronaldo-039,0.6707990468423192
C. Ronaldo,852,2006-11-29,Premier League,Matchweek 15,Home,Manchester Utd,Everton,Y,39,0-0,Richard Wright,,,Everton,Manchester Utd,Home,W 3–0,67,1,1730.68713379,club,Group,FALSE,0.8303664874678534,NA,missing,C._Ronaldo-040,0.8303664874678534
C. Ronaldo,851,2006-12-09,Premier League,Matchweek 17,Home,Manchester Utd,Manchester City,Y,84,2-1,Andreas Isaksson,,,Manchester City,Manchester Utd,Home,W 3–1,90,1,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-041,0.8329575736226291
C. Ronaldo,850,2006-12-23,Premier League,Matchweek 19,Away,Manchester Utd,Aston Villa,Y,58,0-0,Gábor Király,,,Aston Villa,Manchester Utd,Away,W 3–0,90,2,1710.81835938,club,Group,TRUE,-1.1200121473166762,NA,missing,C._Ronaldo-042,-1.1200121473166762
C. Ronaldo,849,2006-12-23,Premier League,Matchweek 19,Away,Manchester Utd,Aston Villa,Y,85,2-0,Gábor Király,Gary Neville,,Aston Villa,Manchester Utd,Away,W 3–0,90,2,1710.81835938,club,Group,TRUE,-1.1200121473166762,NA,missing,C._Ronaldo-043,-1.1200121473166762
C. Ronaldo,848,2006-12-26,Premier League,Matchweek 20,Home,Manchester Utd,Wigan Athletic,N,47,0-0,Chris Kirkland,Paul Scholes,,Wigan Athletic,Manchester Utd,Home,W 3–1,45,2,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-044,0.8329575736226291
C. Ronaldo,847,2006-12-26,Premier League,Matchweek 20,Home,Manchester Utd,Wigan Athletic,N,51,1-0,Chris Kirkland,,,Wigan Athletic,Manchester Utd,Home,W 3–1,45,2,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-045,0.8329575736226291
C. Ronaldo,846,2006-12-30,Premier League,Matchweek 21,Home,Manchester Utd,Reading,Y,59,1-1,Marcus Hahnemann,,,Reading,Manchester Utd,Home,W 3–2,77,2,1701.35253906,club,Group,FALSE,0.8182614914805922,NA,missing,C._Ronaldo-046,0.8182614914805922
C. Ronaldo,845,2006-12-30,Premier League,Matchweek 21,Home,Manchester Utd,Reading,Y,77,2-1,Marcus Hahnemann,Ryan Giggs,,Reading,Manchester Utd,Home,W 3–2,77,2,1701.35253906,club,Group,FALSE,0.8182614914805922,NA,missing,C._Ronaldo-047,0.8182614914805922
C. Ronaldo,844,2007-01-13,Premier League,Matchweek 23,Home,Manchester Utd,Aston Villa,Y,35,2-0,Thomas Sørensen,Michael Carrick,,Aston Villa,Manchester Utd,Home,W 3–1,90,1,1695.66320801,club,Group,FALSE,0.815913774385322,NA,missing,C._Ronaldo-048,0.815913774385322
C. Ronaldo,843,2007-01-31,Premier League,Matchweek 25,Home,Manchester Utd,Watford,Y,20,0-0,Richard Lee,,Penalty kick,Watford,Manchester Utd,Home,W 4–0,90,1,1601.2088623,club,Group,FALSE,0.7769369456163328,NA,missing,C._Ronaldo-049,0.7769369456163328
C. Ronaldo,842,2007-02-04,Premier League,Matchweek 26,Away,Manchester Utd,Tottenham,Y,45,0-0,Paul Robinson,,Penalty kick,Tottenham,Manchester Utd,Away,W 4–0,67,1,1781.82873535,club,Group,TRUE,-1.090709532977448,NA,missing,C._Ronaldo-050,-1.090709532977448
C. Ronaldo,841,2007-02-24,Premier League,Matchweek 28,Away,Manchester Utd,Fulham,Y,88,1-1,Jan Laštůvka,Mikaël Silvestre,,Fulham,Manchester Utd,Away,W 2–1,90,1,1691.4041748,club,Group,TRUE,-1.1280234605323485,NA,missing,C._Ronaldo-051,-1.1280234605323485
C. Ronaldo,840,2007-03-24,UEFA Euro qual.,Group stage,Home,Portugal,Belgium,Y,55,1-0,Stijn Stijnen,,,Belgium,Portugal,Home,W 4–0,77,2,1653,national,Group,FALSE,0.798308691836267,NA,missing,C._Ronaldo-052,0.798308691836267
C. Ronaldo,839,2007-03-24,UEFA Euro qual.,Group stage,Home,Portugal,Belgium,Y,75,3-0,Stijn Stijnen,,,Belgium,Portugal,Home,W 4–0,77,2,1653,national,Group,FALSE,0.798308691836267,NA,missing,C._Ronaldo-053,0.798308691836267
C. Ronaldo,838,2007-04-10,Champions Lg,Quarter-finals,Home,Manchester Utd,Roma,Y,44,3-0,Doni,,,Roma,Manchester Utd,Home,W 7–1,90,2,1828.96276855,club,Knockout,FALSE,1.042085272858787,NA,missing,C._Ronaldo-054,1.042085272858787
C. Ronaldo,837,2007-04-10,Champions Lg,Quarter-finals,Home,Manchester Utd,Roma,Y,49,4-0,Doni,,,Roma,Manchester Utd,Home,W 7–1,90,2,1828.96276855,club,Knockout,FALSE,1.042085272858787,NA,missing,C._Ronaldo-055,1.042085272858787
C. Ronaldo,836,2007-04-24,Champions Lg,Semi-finals,Home,Manchester Utd,Milan,Y,5,0-0,Dida,,,Milan,Manchester Utd,Home,W 3–2,90,1,1885.37878418,club,Knockout,FALSE,1.0653654868554023,NA,missing,C._Ronaldo-056,1.0653654868554023
C. Ronaldo,835,2007-05-05,Premier League,Matchweek 37,Away,Manchester Utd,Manchester City,Y,34,0-0,Andreas Isaksson,,Penalty kick,Manchester City,Manchester Utd,Away,W 1–0,90,1,1736.966232299479,league_avg,Group,TRUE,-1.1092221602833114,NA,missing,C._Ronaldo-057,-1.1092221602833114
C. Ronaldo,834,2007-08-22,UEFA Euro qual.,Group stage,Away,Portugal,Armenia,Y,37,0-1,Roman Berezovsky,,,Armenia,Portugal,Away,D 1–1,90,1,1458,national,Group,TRUE,-1.2243382937648841,NA,missing,C._Ronaldo-058,-1.2243382937648841
C. Ronaldo,833,2007-09-08,UEFA Euro qual.,Group stage,Home,Portugal,Poland,Y,73,1-1,Artur Boruc,,,Poland,Portugal,Home,D 2–2,90,1,1779,national,Group,FALSE,0.8503029160085566,NA,missing,C._Ronaldo-059,0.8503029160085566
C. Ronaldo,832,2007-09-19,Champions Lg,Group stage,Away,Manchester Utd,Sporting CP,Y,62,0-0,Vladimir Stojković,,,Sporting CP,Manchester Utd,Away,W 1–0,86,1,1761.7454834,club,Group,TRUE,-1.0989969385647247,NA,missing,C._Ronaldo-060,-1.0989969385647247
C. Ronaldo,831,2007-09-29,Premier League,Matchweek 8,Away,Manchester Utd,Birmingham City,Y,51,0-0,Maik Taylor,Rio Ferdinand,,Birmingham City,Manchester Utd,Away,W 1–0,90,1,1736.966232299479,league_avg,Group,TRUE,-1.1092221602833114,NA,missing,C._Ronaldo-061,-1.1092221602833114
C. Ronaldo,830,2007-10-06,Premier League,Matchweek 9,Home,Manchester Utd,Wigan Athletic,Y,59,1-0,Chris Kirkland,,,Wigan Athletic,Manchester Utd,Home,W 4–0,90,2,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-062,0.8329575736226291
C. Ronaldo,829,2007-10-06,Premier League,Matchweek 9,Home,Manchester Utd,Wigan Athletic,Y,76,2-0,Chris Kirkland,,,Wigan Athletic,Manchester Utd,Home,W 4–0,90,2,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-063,0.8329575736226291
C. Ronaldo,828,2007-10-17,UEFA Euro qual.,Group stage,Away,Portugal,Kazakhstan,Y*,90+1,1-0,David Loria,,,Kazakhstan,Portugal,Away,W 2–1,90,1,1351,national,Group,TRUE,-1.26849211905405,NA,missing,C._Ronaldo-064,-1.26849211905405
C. Ronaldo,827,2007-10-23,Champions Lg,Group stage,Away,Manchester Utd,Dynamo Kyiv,Y,41,2-1,Oleksandr Shovkovskiy,,,Dynamo Kyiv,Manchester Utd,Away,W 4–2,90,2,1668.0447998,club,Group,TRUE,-1.1376627667250039,NA,missing,C._Ronaldo-065,-1.1376627667250039
C. Ronaldo,826,2007-10-23,Champions Lg,Group stage,Away,Manchester Utd,Dynamo Kyiv,Y,68,3-1,Oleksandr Shovkovskiy,,Penalty kick,Dynamo Kyiv,Manchester Utd,Away,W 4–2,90,2,1668.0447998,club,Group,TRUE,-1.1376627667250039,NA,missing,C._Ronaldo-066,-1.1376627667250039
C. Ronaldo,825,2007-11-03,Premier League,Matchweek 12,Away,Manchester Utd,Arsenal,Y,82,1-1,Manuel Almunia,Patrice Evra,,Arsenal,Manchester Utd,Away,D 2–2,90,1,1917.89477539,club,Group,TRUE,-1.0345615314847856,NA,missing,C._Ronaldo-067,-1.0345615314847856
C. Ronaldo,824,2007-11-07,Champions Lg,Group stage,Home,Manchester Utd,Dynamo Kyiv,Y,88,3-0,Oleksandr Shovkovskiy,,,Dynamo Kyiv,Manchester Utd,Home,W 4–0,90,1,1639.82983398,club,Group,FALSE,0.7928739889439641,NA,missing,C._Ronaldo-068,0.7928739889439641
C. Ronaldo,823,2007-11-11,Premier League,Matchweek 13,Home,Manchester Utd,Blackburn,Y,34,0-0,Brad Friedel,Ryan Giggs,,Blackburn,Manchester Utd,Home,W 2–0,90,2,1770.91125488,club,Group,FALSE,0.8469650745240976,NA,missing,C._Ronaldo-069,0.8469650745240976
C. Ronaldo,822,2007-11-11,Premier League,Matchweek 13,Home,Manchester Utd,Blackburn,Y,35,1-0,Brad Friedel,Carlos Tevez,,Blackburn,Manchester Utd,Home,W 2–0,90,2,1770.91125488,club,Group,FALSE,0.8469650745240976,NA,missing,C._Ronaldo-070,0.8469650745240976
C. Ronaldo,821,2007-11-27,Champions Lg,Group stage,Home,Manchester Utd,Sporting CP,Y,90+2,1-1,Rui Patrício,,,Sporting CP,Manchester Utd,Home,W 2–1,90,1,1728.36010742,club,Group,FALSE,0.8294062340493087,NA,missing,C._Ronaldo-071,0.8294062340493087
C. Ronaldo,820,2007-12-03,Premier League,Matchweek 15,Home,Manchester Utd,Fulham,Y,10,0-0,Antti Niemi,Nemanja Vidić,,Fulham,Manchester Utd,Home,W 2–0,90,2,1654.81079102,club,Group,FALSE,0.7990559194094655,NA,missing,C._Ronaldo-072,0.7990559194094655
C. Ronaldo,819,2007-12-03,Premier League,Matchweek 15,Home,Manchester Utd,Fulham,Y,58,1-0,Antti Niemi,John O'Shea,,Fulham,Manchester Utd,Home,W 2–0,90,2,1654.81079102,club,Group,FALSE,0.7990559194094655,NA,missing,C._Ronaldo-073,0.7990559194094655
C. Ronaldo,818,2007-12-08,Premier League,Matchweek 16,Home,Manchester Utd,Derby County,Y,90,3-1,Stephen Bywater,,Penalty kick,Derby County,Manchester Utd,Home,W 4–1,90,1,1736.966232299479,league_avg,Group,FALSE,0.8329575736226291,NA,missing,C._Ronaldo-074,0.8329575736226291
C. Ronaldo,817,2007-12-23,Premier League,Matchweek 18,Home,Manchester Utd,Everton,Y,22,0-0,Tim Howard,Carlos Tevez,,Everton,Manchester Utd,Home,W 2–1,90,2,1833.33312988,club,Group,FALSE,0.8727236218415945,NA,missing,C._Ronaldo-075,0.8727236218415945
C. Ronaldo,816,2007-12-23,Premier League,Matchweek 18,Home,Manchester Utd,Everton,Y,88,1-1,Tim Howard,,Penalty kick,Everton,Manchester Utd,Home,W 2–1,90,2,1833.33312988,club,Group,FALSE,0.8727236218415945,NA,missing,C._Ronaldo-076,0.8727236218415945
C. Ronaldo,815,2007-12-26,Premier League,Matchweek 19,Away,Manchester Utd,Sunderland,Y,45,2-0,Craig Gordon,,,Sunderland,Manchester Utd,Away,W 4–0,56,1,1619.12878418,club,Group,TRUE,-1.157848086421524,NA,missing,C._Ronaldo-077,-1.157848086421524
C. Ronaldo,814,2007-12-29,Premier League,Matchweek 20,Away,Manchester Utd,West Ham,Y,14,0-0,Robert Green,Ryan Giggs,,West Ham,Manchester Utd,Away,L 1–2,90,1,1709.07580566,club,Group,TRUE,-1.120731216592469,NA,missing,C._Ronaldo-078,-1.120731216592469
C. Ronaldo,813,2008-01-12,Premier League,Matchweek 22,Home,Manchester Utd,Newcastle,Y,49,0-0,Shay Given,,,Newcastle,Manchester Utd,Home,W 6–0,90,3,1690.55419922,club,Group,FALSE,0.8138055287636916,NA,missing,C._Ronaldo-079,0.8138055287636916
C. Ronaldo,812,2008-01-12,Premier League,Matchweek 22,Home,Manchester Utd,Newcastle,Y,70,2-0,Shay Given,Carlos Tevez,,Newcastle,Manchester Utd,Home,W 6–0,90,3,1690.55419922,club,Group,FALSE,0.8138055287636916,NA,missing,C._Ronaldo-080,0.8138055287636916
C. Ronaldo,811,2008-01-12,Premier League,Matchweek 22,Home,Manchester Utd,Newcastle,Y,88,4-0,Shay Given,,,Newcastle,Manchester Utd,Home,W 6–0,90,3,1690.55419922,club,Group,FALSE,0.8138055287636916,NA,missing,C._Ronaldo-081,0.8138055287636916
C. Ronaldo,810,2008-01-19,Premier League,Matchweek 23,Away,Manchester Utd,Reading,Y,90+3,1-0,Marcus Hahnemann,Darren Fletcher,,Reading,Manchester Utd,Away,W 2–0,90,1,1680.01367188,club,Group,TRUE,-1.1327237808677266,NA,missing,C._Ronaldo-082,-1.1327237808677266
C. Ronaldo,809,2008-01-30,Premier League,Matchweek 24,Home,Manchester Utd,Portsmouth,Y,10,0-0,David James,Nani,,Portsmouth,Manchester Utd,Home,W 2–0,73,2,1769.13464355,club,Group,FALSE,0.8462319512879145,NA,missing,C._Ronaldo-083,0.8462319512879145
C. Ronaldo,808,2008-01-30,Premier League,Matchweek 24,Home,Manchester Utd,Portsmouth,Y,13,1-0,David James,,,Portsmouth,Manchester Utd,Home,W 2–0,73,2,1769.13464355,club,Group,FALSE,0.8462319512879145,NA,missing,C._Ronaldo-084,0.8462319512879145
C. Ronaldo,807,2008-02-23,Premier League,Matchweek 27,Away,Manchester Utd,Newcastle,Y,45,1-0,Shay Given,Michael Carrick,,Newcastle,Manchester Utd,Away,W 5–1,66,2,1683.40686035,club,Group,TRUE,-1.1313235729155995,NA,missing,C._Ronaldo-085,-1.1313235729155995
C. Ronaldo,806,2008-02-23,Premier League,Matchweek 27,Away,Manchester Utd,Newcastle,Y,56,2-0,Steve Harper,Darren Fletcher,,Newcastle,Manchester Utd,Away,W 5–1,66,2,1683.40686035,club,Group,TRUE,-1.1313235729155995,NA,missing,C._Ronaldo-086,-1.1313235729155995
C. Ronaldo,805,2008-03-04,Champions Lg,Round of 16,Home,Manchester Utd,Lyon,Y,41,0-0,Grégory Coupet,,,Lyon,Manchester Utd,Home,W 1–0,89,1,1811.65344238,club,Knockout,FALSE,1.0349425348813721,NA,missing,C._Ronaldo-087,1.0349425348813721
C. Ronaldo,804,2008-03-15,Premier League,Matchweek 30,Away,Manchester Utd,Derby County,Y,76,0-0,Roy Carroll,Wayne Rooney,,Derby County,Manchester Utd,Away,W 1–0,90,1,1736.966232299479,league_avg,Group,TRUE,-1.1092221602833114,NA,missing,C._Ronaldo-088,-1.1092221602833114
C. Ronaldo,802,2008-03-19,Premier League,Matchweek 29,Home,Manchester Utd,Bolton,Y,19,1-0,Ali Al-Habsi,,,Bolton,Manchester Utd,Home,W 2–0,90,2,1689.52087402,club,Group,FALSE,0.8133791244613766,NA,missing,C._Ronaldo-089,0.8133791244613766
C. Ronaldo,803,2008-03-19,Premier League,Matchweek 29,Home,Manchester Utd,Bolton,Y,9,0-0,Ali Al-Habsi,,,Bolton,Manchester Utd,Home,W 2–0,90,2,1689.52087402,club,Group,FALSE,0.8133791244613766,NA,missing,C._Ronaldo-090,0.8133791244613766
C. Ronaldo,801,2008-03-23,Premier League,Matchweek 31,Home,Manchester Utd,Liverpool,Y,79,1-0,Pepe Reina,Nani,,Liverpool,Manchester Utd,Home,W 3–0,90,1,1938.69213867,club,Group,FALSE,0.9162002878860189,NA,missing,C._Ronaldo-091,0.9162002878860189
C. Ronaldo,800,2008-03-29,Premier League,Matchweek 32,Home,Manchester Utd,Aston Villa,Y,17,0-0,Scott Carson,,,Aston Villa,Manchester Utd,Home,W 4–0,90,1,1792.5078125,club,Group,FALSE,0.8558769495895265,NA,missing,C._Ronaldo-092,0.8558769495895265
